,id,name,area_name,salary_from,salary_to,salary_ccy,salary_gross
0,14694668,Junior разработчик (стажер),Тула,20000.0,,RUR,0.0
1,14820007,Программист 1С,Тула,70000.0,,RUR,1.0
2,15518045,Программист графики,Санкт-Петербург,,,,
5,16142474,Специалист по сопровождению ПО (техническая поддержка (2 линия),Ижевск,20000.0,70000.0,RUR,0.0
6,16487878,Программист С++,Санкт-Петербург,,,,
11,19094169,Ведущий инженер-программист,Санкт-Петербург,71000.0,,RUR,1.0
15,23040448,Программист 1С: Специалист по платформе,Чебоксары,80000.0,80000.0,RUR,1.0
16,23473091,Java / Kotlin Developer,Санкт-Петербург,,,,
17,23863827,Разработчик C#,Коломна,80000.0,120000.0,RUR,1.0
23,24868756,Программист 1С,Тула,120000.0,,RUR,0.0
25,25978701,Специалист отдела технической поддержки,Киров (Кировская область),25000.0,30000.0,RUR,0.0
26,25985863,Специалист технической поддержки (1 линия),Ижевск,20000.0,70000.0,RUR,0.0
31,26212752,Тестировщик ПО/ QA engineer (ручное тестирование),Тула,55000.0,,RUR,1.0
32,26280954,"Программист 1С (Управление торговлей, Розница)",Тула,70000.0,,RUR,1.0
33,26281151,"Программист 1С (БП, УТ)",Тула,70000.0,,RUR,1.0
35,26298599,Инженер-программист,Новосибирск,100000.0,170000.0,RUR,0.0
36,26298983,Junior Software Engineer,Новосибирск,55000.0,77000.0,RUR,0.0
37,26299238,Software Engineer Java,Новосибирск,,,,
38,26299719,Senior Software Engineer,Новосибирск,180000.0,,RUR,0.0
39,26299851,Programmer,Новосибирск,,,,
40,26300111,Software Engineer,Новосибирск,,,,
42,26662707,Software Engineer (java),Новосибирск,,,,
45,26785253,Frontend разработчик (react),Москва,,,,
46,27213832,Full-stack Web-разработчик,Липецк,,150000.0,RUR,0.0
47,27213888,Разработчик C++/C# под Windows,Липецк,,150000.0,RUR,0.0
48,27845296,Специалист по ИТ,Нижний Новгород,,,,
52,28495069,Математик / Программист,Санкт-Петербург,120000.0,180000.0,RUR,0.0
53,28668903,Системный администратор Landocs,Нижний Новгород,,,,
63,28810664,Специалист по работе с клиентами,Новосибирск,36400.0,,RUR,1.0
64,28840586,Junior Java developer,Самара,,,,
65,28879519,Аналитик внедрения 1С,Омск,,,,
66,28943229,Программист-разработчик C#,Санкт-Петербург,,200000.0,RUR,1.0
130,29631916,Проектировщик-разработчик решений для электронного документооборота с контролирующими органами,Москва,,,,
131,29632598,Программист 1С/Разработчик 1С на платформе 1С 8,Москва,,,,
132,29727630,Системный программист С/С++ (разработка ОС Аврора),Москва,,,,
133,29797509,Обновленец 1С (Стажер),Красноярск,35000.0,,RUR,1.0
134,29922007,"JavaScript (Node js, Angular js 10) full stack developer",Казань,,,,
135,29973440,Junior C++ developer,Рязань,50000.0,80000.0,RUR,0.0
136,29999894,Ведущий инженер Битрикс,Нижний Новгород,,,,
137,30138172,Middle frontend разработчик (Angular),Иваново (Ивановская область),,,,
139,30185978,Системный аналитик,Москва,,,,
140,30202910,Senior Java Developer,Москва,,,,
141,30215445,Системный администратор 1С (стажер),Красноярск,30000.0,60000.0,RUR,1.0
142,30244391,Программист-разработчик 1С,Тюмень,40000.0,,RUR,0.0
144,30522346,Программист-консультант 1С по бюджетному учету,Тула,100000.0,,RUR,1.0
146,30729158,Инженер-программист отдела сопровождения информационных систем,Санкт-Петербург,,,,
150,31069427,Системный аналитик (Тинькофф Страхование),Москва,,,,
151,31196771,C#\ .NET Senior Developer / ведущий инженер-программист,Новосибирск,,,,
152,31244298,DevOps Engineer,Новосибирск,,,,
153,31263045,Программист 1С 8 (удаленная работа),Самара,,180000.0,RUR,1.0
154,31296094,"Web-программист (PHP, Middle)",Киров (Кировская область),50000.0,75000.0,RUR,0.0
155,31296238,Старший программист C# (Middle),Киров (Кировская область),50000.0,75000.0,RUR,0.0
173,31526774,Аналитик внедрения 1С,Краснодар,,,,
176,31571439,Middle Java developer,Самара,,,,
177,31685520,Программист С#,Киров (Кировская область),,,,
179,31743190,Инженер-программист,Зеленоград,,,,
180,31746015,Инженер-разработчик,Зеленоград,,,,
184,32053545,Системный администратор,Екатеринбург,,,,
185,32084305,Специалист технической поддержки (1 линия),Новосибирск,,,,
186,32126408,Системный программист С/С++ (разработка ОС Аврора),Санкт-Петербург,,,,
187,32171578,"PHP-разработчик (full stack, middle or senior)",Тула,120000.0,170000.0,RUR,0.0
189,32414940,Системный аналитик,Пермь,,,,
191,32569325,C/C++ Developer in System-on-Chip Team,Москва,,,,
192,32610384,Middle / Senior iOS developer,Санкт-Петербург,90000.0,200000.0,RUR,0.0
193,32611281,Middle / Senior Frontend developer,Санкт-Петербург,90000.0,200000.0,RUR,0.0
194,32614916,Middle / Senior Android developer,Санкт-Петербург,90000.0,200000.0,RUR,0.0
196,32695277,"Инженер по автоматизации тестирования Python, Логистика/Центральные логистические системы",Москва,,,,
197,32740496,Java developer,Санкт-Петербург,,,,
198,32824001,Администратор DBA Oracle,Екатеринбург,,,,
199,32840312,IOS developer,Ижевск,,,,
200,33025333,Системный администратор Linux (SRE),Москва,,,,
202,33102960,Инженер-программист С++(Qt),Санкт-Петербург,90000.0,,RUR,0.0
204,33368305,Аналитик данных (Департамент закупок),Москва,,150000.0,RUR,0.0
205,33427750,Web-разработчик (PHP),Москва,140000.0,140000.0,RUR,1.0
206,33440694,Аналитик 1С,Москва,,,,
210,33568474,Middle QA Engineer / QA-специалист,Томск,,,,
211,33642022,PHP-разработчик,Барнаул,,,,
213,33764951,C/C++ developer (PON),Новосибирск,,,,
216,33798345,IOS разработчик,Новосибирск,,,,
217,33820561,Backend-разработчик PHP,Владивосток,,,,
220,34007755,Программист 1С,Архангельск,50000.0,100000.0,RUR,1.0
222,34082529,Flutter (Dart ) Android/IO Mobile-Developer (Уфа),Уфа,60000.0,150000.0,RUR,0.0
223,34101718,"PHP developer (middle, senior)",Казань,,,,
227,34153790,Разработчик PHP,Казань,,,,
229,34258732,Системный администратор,Волгоград,,35000.0,RUR,0.0
231,34285397,Программист игровой логики (Gameplay programmer),Санкт-Петербург,,,,
232,34323750,Backend разработчик (Java),Санкт-Петербург,,,,
236,34429206,Программист Oracle (Oracle Apex),Екатеринбург,,,,
237,34462144,SQL программист (разработчик БД),Нижний Новгород,90000.0,,RUR,0.0
240,34528262,Младший разработчик / Junior Developer (C#),Новосибирск,30000.0,,RUR,0.0
241,34557239,Front-end разработчик,Пермь,,,,
242,34557259,Senior Java developer,Пермь,130000.0,,RUR,0.0
244,34577148,Программист-разработчик,Санкт-Петербург,,200000.0,RUR,1.0
245,34583944,Программист,Новосибирск,50000.0,,RUR,0.0
248,34696647,.NET разработчик,Казань,,,,
249,34700086,Внедренец 1С (Стажер),Красноярск,,,,
250,34700999,Системный аналитик,Москва,,,,
251,34772257,C# ASP.NET CORE ведущий разработчик,Москва,,,,
252,34776652,Специалист технической поддержки информационных систем (ОСПОИС),Красноярск,35000.0,50000.0,RUR,0.0
253,34888677,1С Программист-внедренец,Курск,40000.0,80000.0,RUR,0.0
254,34890535,Разработчик (Java),Санкт-Петербург,,,,
255,34945612,Программист Ruby,Зеленоград,70000.0,120000.0,RUR,0.0
257,35026731,Ведущий инженер по тестированию (функциональное/интеграционное тестирование),Москва,,,,
258,35035206,Разработчик ‎Android,Санкт-Петербург,140000.0,250000.0,RUR,0.0
262,35120574,Web-разработчик,Йошкар-Ола,40000.0,,RUR,0.0
265,35181837,Разработчик 1С,Махачкала,60000.0,80000.0,RUR,0.0
268,35221413,Стажер-программист 1С (0.5 ставки),Красноярск,,,,
269,35222763,Специалист по работе с постоянными клиентами,Астрахань,30000.0,,RUR,1.0
271,35278311,Специалист технической поддержки,Химки,35000.0,,RUR,0.0
272,35287896,Backend-разработчик (PHP/Laravel / Middle+ — Senior),Ижевск,120000.0,,RUR,0.0
273,35344858,Java/Kotlin Developer,Санкт-Петербург,,,,
276,35370801,Site Reliability Engineer (DevOps),Санкт-Петербург,,,,
277,35375460,Настоящий QA engineer,Новосибирск,,,,
280,35405618,Специалист по внедрению и сопровождению программного обеспечения (Чебоксары),Чебоксары,30000.0,55000.0,RUR,0.0
283,35469276,Программист 1С,Петрозаводск,70000.0,,RUR,1.0
286,35533398,PHP-разработчик,Екатеринбург,,,,
287,35563665,Специалист по технической поддержке (ОЭППО),Москва,110000.0,,RUR,0.0
291,35586622,С++ Sound Engine Programmer,Санкт-Петербург,,,,
292,35589266,Разработчик SDK (C++),Санкт-Петербург,,,,
293,35590089,Junior программист 1C,Махачкала,25000.0,45000.0,RUR,0.0
294,35629387,Backend разработчик (NodeJS),Новосибирск,,,,
298,35692840,Разработчик 1С (Кейсистемс),Чебоксары,80000.0,,RUR,0.0
299,35704998,"Инженер по автоматизации тестирования Python, Логистика/Тарификатор",Москва,,,,
302,35751155,С++ developer (Геймдев),Саратов,,,,
312,35914095,Middle ReactJS - разработчик (frontend),Томск,80000.0,150000.0,RUR,0.0
313,35914384,Middle NodeJS - разработчик (backend),Томск,80000.0,150000.0,RUR,0.0
314,35936359,Web-аналитик,Киров (Кировская область),25000.0,45000.0,RUR,0.0
316,36006530,Инженер - программист 1С (можно удаленно),Нижнекамск,60000.0,,RUR,0.0
319,36110070,Middle frontend разработчик (Angular),Волгоград,,,,
320,36144837,Системный администратор группы эксплуатации облачного сервиса,Рязань,,60000.0,RUR,1.0
322,36176203,Senior Product Analyst,Москва,,,,
329,36308601,Старший специалист поддержки внутренних клиентов,Самара,41500.0,84000.0,RUR,1.0
330,36316643,Программист-разработчик,Москва,,,,
332,36327856,Специалист по работе с корпоративными клиентами,Омск,21000.0,26000.0,RUR,0.0
333,36329285,DevOps,Саратов,,,,
334,36359611,Middle Java developer (Java разработчик),Пермь,100000.0,,RUR,0.0
336,36361475,PHP-разработчик,Барнаул,,,,
337,36361480,Frontend-разработчик,Барнаул,,,,
339,36391259,"Разработчик баз данных, Интегратор",Пермь,,,,
340,36409800,Middle PHP Developer,Махачкала,,75000.0,RUR,0.0
341,36414351,"Разработчик Java remote (Back-end, решения видеонаблюдения/CCTV)",Москва,,,,
342,36455463,DevOps Engineer,Москва,,,,
343,36485281,Специалист технической поддержки клиентов (английский язык),Санкт-Петербург,70000.0,,RUR,0.0
344,36546701,Senior Frontend Engineer,Новосибирск,,,,
345,36567282,Инженер по автотестированию ПО,Владимир,,,,
346,36593874,Специалист по работе с клиентами,Ростов-на-Дону,,,,
347,36603309,C/C++ developer (ME),Новосибирск,,,,
348,36606581,Middle Python Developer,Махачкала,50000.0,75000.0,RUR,0.0
351,36649700,Системный аналитик/Бизнес аналитик,Киров (Кировская область),,,,
355,36653364,Специалист службы технической поддержки,Рязань,30000.0,,RUR,0.0
356,36659928,Системный аналитик,Тюмень,45000.0,,RUR,0.0
358,36699914,Frontend-разработчик,Ижевск,,,,
359,36702835,Сетевой инженер (стажер),Москва,,,,
361,36705054,Бизнес-аналитик,Москва,,,,
364,36710034,Программист 1С,Тюмень,55000.0,,RUR,1.0
365,36721389,Digit разработчик,Новосибирск,,,,
374,36760391,Системный администратор,Тольятти,,,,
376,36778099,JavaScript-разработчик,Новосибирск,,,,
377,36779212,Middle frontend разработчик (Angular),Санкт-Петербург,,,,
379,36811459,Программист микроконтроллеров,Тула,50000.0,100000.0,RUR,1.0
380,36811477,PHP-разработчик,Тула,,,,
381,36811503,Младший Fullstack-разработчик,Тула,,,,
383,36846369,"PHP Developer, Уфа",Уфа,80000.0,130000.0,RUR,0.0
385,36860188,Программист-тестировщик,Кострома,45000.0,85000.0,RUR,1.0
386,36860625,Разработчик электронных систем управления автомобилем,Москва,,,,
395,36871749,Разработчик PL\SQL,Москва,,,,
402,36876399,Kotlin разработчик,Москва,,,,
404,36878118,Frontend-разработчик,Санкт-Петербург,,,,
405,36916117,Разработчик C#,Новосибирск,80000.0,150000.0,RUR,0.0
406,36922863,Аналитик 1С (крупные корпоративные внедрения),Санкт-Петербург,,,,
408,36934968,Веб-разработчик Bitrix / Web-developer PHP,Новосибирск,55000.0,100000.0,RUR,0.0
409,36939930,Разработчик бэкэнда,Санкт-Петербург,,180000.0,RUR,0.0
410,36939947,Node.js developer,Санкт-Петербург,,180000.0,RUR,0.0
411,36949938,Node.js developer в Санкт-Петербург,Нижний Новгород,,150000.0,RUR,0.0
412,36949966,Аналитик 1С на внедрение крупных проектов,Челябинск,,,,
413,36949967,Аналитик 1С по внедрению крупных проектов,Пермь,,,,
414,36949971,Аналитик 1С на внедрение крупных проектов,Екатеринбург,,,,
415,36949988,Аналитик 1С по внедрению проектов,Казань,,,,
416,36949990,Аналитик 1С на внедрение крупных проектов,Нижний Новгород,,,,
417,36949997,Аналитик 1С на внедрение крупных проектов,Воронеж,,,,
418,36950005,Аналитик 1С на внедрение крупных проектов,Волгоград,,,,
419,36950038,Node.js developer в Санкт-Петербург,Новосибирск,,150000.0,RUR,0.0
422,36954047,Frontend разработчик (React.js),Саранск,,,,
424,36967284,DevOps Engineer (Cloud team),Санкт-Петербург,,,,
426,36983686,Java-разработчик,Саранск,,,,
427,37007599,Инженер автоматизированного тестирования,Воронеж,90000.0,120000.0,RUR,1.0
428,37007841,Младший программист PHP,Воронеж,70000.0,100000.0,RUR,1.0
429,37044252,Системный администратор Linux (Zabbix),Москва,,,,
431,37078343,Программист С# WPF (Middle/Senior),Воронеж,,,,
463,37088046,PHP-разработчик (Middle),Тула,,100000.0,RUR,1.0
466,37101487,Web QA,Самара,,,,
467,37103331,Web backend/Ruby разработчик,Самара,,,,
468,37115033,QA-engineer,Санкт-Петербург,60000.0,80000.0,RUR,0.0
469,37122411,Инженер-разработчик,Краснодар,60000.0,,RUR,0.0
470,37135150,Backend разработчик (Java) junior,Москва,,,,
619,37190067,Консультант SAP CRM,Санкт-Петербург,,,,
620,37190136,Сетевой инженер отдела эксплуатации сетевого оборудования,Новосибирск,,,,
622,37195065,JavaScript разработчик,Нижний Новгород,,,,
623,37195218,JavaScript разработчик,Ижевск,,,,
624,37207175,DBA / DevOps,Саратов,,,,
631,37241733,PHP developer,Владимир,,,,
640,37282815,Специалист технической поддержки информационных систем (ОСПИС),Москва,40000.0,60000.0,RUR,0.0
641,37284075,Web-программист (JavaScript / React),Москва,,,,
642,37302585,Стажёр/сетевой инженер,Казань,30000.0,,RUR,1.0
645,37311181,Unity developer,Москва,,,,
646,37312441,Специалист технической поддержки,Санкт-Петербург,41000.0,,RUR,0.0
648,37324420,Специалист по технической поддержке (ОАЭППО),Москва,70000.0,100000.0,RUR,0.0
649,37324663,Специалист по технической поддержке_(ОАЭППО),Москва,80000.0,110000.0,RUR,0.0
651,37328314,Data Engineer,Казань,,,,
652,37331340,Программист 1С (с возможностью удаленной работы),Москва,,,,
653,37339774,Ведущий Backend разработчик (PHP),Пермь,80000.0,150000.0,RUR,0.0
656,37362958,Разработчик 1С-Битрикс / PHP,Ижевск,120000.0,,RUR,0.0
724,37423597,Middle Backend разработчик,Санкт-Петербург,120000.0,180000.0,RUR,0.0
725,37429386,Аналитик данных,Владивосток,40000.0,60000.0,RUR,0.0
726,37432860,Аналитик 1С (регламентированный учет),Санкт-Петербург,,,,
727,37442366,Программист С++,Москва,170000.0,,RUR,0.0
744,37462893,Разработчик Java,Екатеринбург,,,,
745,37463210,Инженер автоматизированного тестирования,Липецк,90000.0,120000.0,RUR,1.0
746,37463235,Инженер автоматизированного тестирования,Курск,90000.0,120000.0,RUR,1.0
747,37463248,Инженер автоматизированного тестирования,Белгород,90000.0,120000.0,RUR,1.0
748,37463257,Инженер автоматизированного тестирования,Орел,90000.0,120000.0,RUR,1.0
749,37463271,Инженер автоматизированного тестирования,Тамбов,90000.0,120000.0,RUR,1.0
750,37463446,QA Automation Engineer / Инженер по автоматизации тестирования,Казань,,,,
751,37463489,Инженер автоматизированного тестирования,Брянск,90000.0,120000.0,RUR,1.0
752,37465286,Специалист поддержки пользователей ЮМани,Нижний Новгород,35000.0,,RUR,1.0
753,37470036,Консультант 1С (финансы),Москва,,,,
754,37475841,Frontend developer,Новосибирск,,,,
755,37475848,.NET developer,Новосибирск,,,,
758,37485491,Программист 1С,Санкт-Петербург,,,,
759,37489246,Customer Support Engineer,Новосибирск,45000.0,75000.0,RUR,0.0
760,37492785,Системный аналитик в TOP,Москва,,,,
762,37500201,Java Developer (IDEA database plugin),Санкт-Петербург,200000.0,,RUR,0.0
768,37516457,Java junior программист,Воронеж,70000.0,100000.0,RUR,1.0
770,37524364,System Analyst,Ростов-на-Дону,,,,
796,37538187,Инженер-программист (микроконтроллеры),Челябинск,,,,
800,37562489,Software Engineer (Hardware/MES),Новосибирск,,,,
924,37583293,Python developer,Москва,,,,
925,37587204,Бизнес-аналитик в сфере информационных технологий (Кейсистемс),Чебоксары,35000.0,60000.0,RUR,0.0
926,37587973,Инженер-программист C++ (Qt) Junior,Санкт-Петербург,,,,
927,37600282,Специалист по поддержке клиентов Мегафон,Иваново (Ивановская область),32000.0,,RUR,1.0
930,37607594,Python Developer,Ростов-на-Дону,,,,
933,37614136,IOS разработчик,Томск,,,,
934,37619434,Frontend developer (React),Санкт-Петербург,125000.0,250000.0,RUR,0.0
935,37622075,Разработчик Java,Севастополь,,,,
936,37625294,Data scientist в управление розничного моделирования,Москва,,,,
939,37648006,Junior developer / Программист стажер 1С,Москва,40000.0,,RUR,1.0
941,37667191,Инженер-тестировщик (ручное тестирование),Москва,,,,
943,37673976,Специалист службы поддержки Мегафон,Кемерово,33000.0,,RUR,1.0
944,37674722,Senior Java Developer,Москва,,,,
946,37687423,WEB программист junior,Омск,,,,
948,37691527,PHP-разработчик,Владимир,,,,
950,37724229,Middle / Senior Front-end разработчик Vue.js/Nuxt.js,Ульяновск,,,,
956,37791495,JAVA Разработчик,Москва,150000.0,,RUR,0.0
958,37797285,ANDROID разработчик/ ANDROID developer (Middle),Санкт-Петербург,130000.0,,RUR,1.0
962,37821268,Консультант SAP CRM,Москва,,,,
964,37828231,Бухгалтер-консультант по 1С,Барнаул,25000.0,,RUR,0.0
966,37835927,Embedded Web developer,Новосибирск,,,,
968,37854983,Аналитик pentest,Москва,,,,
970,37875078,Специалист технической поддержки информационных систем (ОСПИС),Красноярск,35000.0,50000.0,RUR,0.0
1103,37889444,Программист 1С,Красноярск,40000.0,90000.0,RUR,1.0
1104,37902924,IOS разработчик,Казань,,,,
1106,37933224,Консультант SAP ЭДО (удаленно),Москва,,,,
1108,37942316,Middle Python программист,Ростов-на-Дону,,160000.0,RUR,0.0
1111,37972161,QA Automation Engineer / Тестировщик ПО (автоматизация),Тула,55000.0,,RUR,1.0
1112,37973712,Программист C# (fullstack),Пермь,,,,
1113,37975260,"Разработчик ABAP (SAP CRM, SAP C/4HANA)",Москва,,,,
1114,37975278,"Разработчик ABAP (SAP ECC, SAP S/4HANA)",Москва,,,,
1116,37981922,Специалист клиентской поддержки Битрикс24 с немецким и английским языком (удаленно),Калининград,40000.0,,RUR,0.0
1117,37984126,Frontend разработчик React,Ростов-на-Дону,,140000.0,RUR,0.0
1118,37998092,Бухгалтер-консультант (Специалист линии консультации 1С),Краснодар,29700.0,72600.0,RUR,1.0
1119,38005894,Ведущий программист 1С,Воронеж,,,,
1121,38020276,IOS разработчик,Новосибирск,,,,
1124,38049626,Ведущий специалист по работе с клиентами в недвижимости (купля-продажа/инвестиции/срочный выкуп),Москва,150000.0,,RUR,0.0
1125,38057770,Программист 1С,Москва,,200000.0,RUR,0.0
1126,38065241,Специалист технической поддержки СЭД,Москва,,,,
1186,38068295,C++ Programmer (Разработчик С++),Москва,,,,
1187,38102349,Старший специалист по работе с ключевыми клиентами (физические лица),Новосибирск,52500.0,,RUR,1.0
1188,38102745,Программист 1С 8.3,Воронеж,,,,
1190,38106312,Разработчик алгоритмических торговых систем / Quantitative Researcher,Москва,180000.0,,RUR,1.0
1192,38106602,.NET Developer,Новосибирск,80000.0,160000.0,RUR,0.0
1193,38127241,Инженер технической поддержки,Екатеринбург,,,,
1194,38127482,Специалист по сопровождению программного обеспечения,Самара,,,,
1197,38128618,Инженер-программист C/C++,Екатеринбург,,,,
1198,38128641,Инженер по тестированию ПО,Екатеринбург,,,,
1199,38130394,Инженер-программист отдела тестирования,Екатеринбург,,,,
1200,38130411,Инженер-тестировщик тестовой лаборатории,Екатеринбург,,,,
1205,38179175,Инженер-программист,Томск,100000.0,170000.0,RUR,0.0
1206,38179207,Программист,Томск,,,,
1207,38179243,Programmer,Томск,,,,
1208,38179303,Software Engineer (java),Томск,,,,
1209,38202505,Senior Java Developer (Remote),Москва,,,,
1210,38206218,Программист C#,Тула,50000.0,100000.0,RUR,1.0
1211,38211176,Тестировщик ПО (Junior),Смоленск,,,,
1212,38213937,Middle С# разработчик (Unity / .NET),Воронеж,,,,
1214,38229638,Middle DevOps,Томск,70000.0,,RUR,0.0
1215,38229668,.NET Developer,Томск,60000.0,150000.0,RUR,0.0
1217,38232337,"Программист (C, embedded)",Москва,,,,
1218,38241526,Консультант SAP Marketing,Москва,,,,
1219,38241552,Старший/Ведущий консультант SAP CRM,Москва,,,,
1220,38250464,Инженер по тестированию / QA-инженер (ecommerce),Москва,,,,
1224,38257905,Инженер-программист АСУ ТП,Томск,48000.0,60000.0,RUR,0.0
1225,38262687,DevOps инженер,Владимир,,,,
1226,38262783,Разработчик .Net C#,Владимир,,,,
1228,38277449,Системный аналитик (Middle) (Уфа),Уфа,,,,
1232,38309211,Python Backend Developer,Санкт-Петербург,,,,
1235,38318534,Разработчик SQL,Чебоксары,,,,
1236,38322028,Программист C# Junior,Киров (Кировская область),,,,
1237,38322265,Системный аналитик (аналитик DWH),Москва,,,,
1239,38330140,Специалист службы поддержки пользователей,Владивосток,13000.0,,RUR,1.0
1240,38330152,Специалист службы поддержки пользователей,Курск,13000.0,,RUR,1.0
1241,38330153,Специалист службы поддержки пользователей,Тюмень,13000.0,,RUR,1.0
1242,38330155,Специалист службы поддержки пользователей,Махачкала,13000.0,,RUR,1.0
1243,38330156,Специалист службы поддержки пользователей,Стерлитамак,13000.0,,RUR,1.0
1244,38330158,Специалист службы поддержки пользователей,Краснодар,13000.0,,RUR,1.0
1245,38330160,Специалист службы поддержки пользователей,Барнаул,13000.0,,RUR,1.0
1246,38330167,Специалист службы поддержки пользователей,Нижневартовск,13000.0,,RUR,1.0
1247,38330170,Специалист службы поддержки пользователей,Петрозаводск,13000.0,,RUR,1.0
1248,38330171,Специалист службы поддержки пользователей,Братск,13000.0,,RUR,1.0
1249,38330174,Специалист службы поддержки пользователей,Киров (Кировская область),13000.0,,RUR,1.0
1250,38330176,Специалист службы поддержки пользователей,Пенза,13000.0,,RUR,1.0
1251,38330177,Специалист службы поддержки пользователей,Магнитогорск,13000.0,,RUR,1.0
1252,38330178,Специалист службы поддержки пользователей,Дзержинск (Нижегородская область),13000.0,,RUR,1.0
1253,38330180,Специалист службы поддержки пользователей,Чебоксары,13000.0,,RUR,1.0
1254,38330181,Специалист службы поддержки пользователей,Архангельск,13000.0,,RUR,1.0
1255,38330182,Специалист службы поддержки пользователей,Нижний Тагил,13000.0,,RUR,1.0
1256,38330183,Специалист службы поддержки пользователей,Волжский (Волгоградская область),13000.0,,RUR,1.0
1257,38330186,Специалист службы поддержки пользователей,Курган,13000.0,,RUR,1.0
1258,38330188,Специалист службы поддержки пользователей,Тольятти,13000.0,,RUR,1.0
1259,38330189,Специалист службы поддержки пользователей,Саратов,13000.0,,RUR,1.0
1260,38330210,Специалист службы поддержки пользователей,Петропавловск-Камчатский,13000.0,,RUR,1.0
1261,38330211,Специалист службы поддержки пользователей,Калининград,13000.0,,RUR,1.0
1262,38330212,Специалист службы поддержки пользователей,Ставрополь,13000.0,,RUR,1.0
1263,38330214,Специалист службы поддержки пользователей,Оренбург,13000.0,,RUR,1.0
1264,38330215,Специалист службы поддержки пользователей,Хабаровск,13000.0,,RUR,1.0
1265,38330216,Специалист службы поддержки пользователей,Энгельс,13000.0,,RUR,1.0
1266,38330217,Специалист службы поддержки пользователей,Грозный,13000.0,,RUR,1.0
1267,38330218,Специалист службы поддержки пользователей,Томск,13000.0,,RUR,1.0
1268,38330219,Специалист службы поддержки пользователей,Астрахань,13000.0,,RUR,1.0
1269,38330220,Специалист службы поддержки пользователей,Ростов-на-Дону,13000.0,,RUR,1.0
1270,38330221,Специалист службы поддержки пользователей,Уфа,13000.0,,RUR,1.0
1271,38330222,Специалист службы поддержки пользователей,Пермь,13000.0,,RUR,1.0
1272,38330223,Специалист службы поддержки пользователей,Новосибирск,13000.0,,RUR,0.0
1273,38330224,Специалист службы поддержки пользователей,Владикавказ,13000.0,,RUR,1.0
1274,38330227,Специалист службы поддержки пользователей,Самара,13000.0,,RUR,1.0
1275,38330231,Специалист службы поддержки пользователей,Челябинск,13000.0,,RUR,1.0
1276,38330232,Специалист службы поддержки пользователей,Сочи,13000.0,,RUR,0.0
1277,38330234,Специалист службы поддержки пользователей,Севастополь,13000.0,,RUR,1.0
1278,38330235,Специалист службы поддержки пользователей,Великий Новгород,13000.0,,RUR,1.0
1279,38330236,Специалист службы поддержки пользователей,Гатчина,13000.0,,RUR,1.0
1280,38330237,Специалист службы поддержки пользователей,Старый Оскол,13000.0,,RUR,1.0
1281,38330239,Специалист службы поддержки пользователей,Нижнекамск,13000.0,,RUR,1.0
1282,38330240,Специалист службы поддержки пользователей,Ангарск,13000.0,,RUR,1.0
1283,38330241,Специалист службы поддержки пользователей,Орск,13000.0,,RUR,1.0
1284,38330242,Специалист службы поддержки пользователей,Сыктывкар,13000.0,,RUR,1.0
1285,38330243,Специалист службы поддержки пользователей,Армавир,13000.0,,RUR,1.0
1286,38330245,Специалист службы поддержки пользователей,Балаково,13000.0,,RUR,1.0
1287,38330246,Специалист службы поддержки пользователей,Новороссийск,13000.0,,RUR,1.0
1288,38330247,Специалист службы поддержки пользователей,Таганрог,13000.0,,RUR,1.0
1289,38330248,Специалист службы поддержки пользователей,Новокузнецк,13000.0,,RUR,1.0
1290,38330249,Специалист службы поддержки пользователей,Ульяновск,13000.0,,RUR,1.0
1291,38330251,Специалист службы поддержки пользователей,Кемерово,13000.0,,RUR,1.0
1292,38330252,Специалист службы поддержки пользователей,Рыбинск,13000.0,,RUR,1.0
1293,38330253,Специалист службы поддержки пользователей,Северодвинск,13000.0,,RUR,1.0
1294,38330272,Специалист службы поддержки пользователей,Находка,13000.0,,RUR,1.0
1295,38330274,Специалист службы поддержки пользователей,Южно-Сахалинск,13000.0,,RUR,1.0
1296,38330275,Специалист службы поддержки пользователей,Якутск,13000.0,,RUR,1.0
1297,38330277,Специалист службы поддержки пользователей,Бийск,13000.0,,RUR,1.0
1298,38330279,Специалист службы поддержки пользователей,Комсомольск-на-Амуре,13000.0,,RUR,1.0
1299,38330281,Специалист службы поддержки пользователей,Псков,13000.0,,RUR,1.0
1300,38330282,Специалист службы поддержки пользователей,Химки,13000.0,,RUR,1.0
1301,38330283,Специалист службы поддержки пользователей,Саранск,13000.0,,RUR,1.0
1302,38330284,Специалист службы поддержки пользователей,Белгород,13000.0,,RUR,1.0
1303,38330285,Специалист службы поддержки пользователей,Биробиджан,13000.0,,RUR,1.0
1304,38330286,Специалист службы поддержки пользователей,Магадан,13000.0,,RUR,1.0
1305,38330289,Специалист службы поддержки пользователей,Уссурийск,13000.0,,RUR,1.0
1306,38330290,Специалист службы поддержки пользователей,Вологда,13000.0,,RUR,1.0
1307,38330291,Специалист службы поддержки пользователей,Мурманск,13000.0,,RUR,1.0
1308,38330293,Специалист службы поддержки пользователей,Сургут,13000.0,,RUR,1.0
1309,38330294,Специалист службы поддержки пользователей,Череповец,13000.0,,RUR,1.0
1310,38330295,Специалист службы поддержки пользователей,Симферополь,13000.0,,RUR,1.0
1311,38330296,Специалист службы поддержки пользователей,Подольск (Московская область),13000.0,,RUR,1.0
