,id,name,area_name,salary_from,salary_to,salary_ccy,salary_gross
43756,48696126,Инженер в группу автоматизации,Челябинск,29000.0,40000.0,RUR,False
43758,48696144,Системный аналитик,Москва,,,,
43762,48696191,QA лид (ручное тестирование),Москва,,250000.0,RUR,False
43763,48696215,Middle/Senior Frontend-разработчик,Пермь,,200000.0,RUR,False
43766,48696289,Старший разработчик C# .Net core,Москва,,,,
43772,48696370,Системный администратор,Москва,115000.0,,RUR,True
43773,48696371,Системный администратор,Краснодар,48349.0,48349.0,RUR,True
43776,48696411,Android разработчик,Москва,,,,
43779,48696654,ABAP-разработчик,Санкт-Петербург,,,,
43780,48696683,ABAP-разработчик,Екатеринбург,,,,
43783,48696796,Data Engineer,Москва,1700.0,,EUR,False
43784,48696815,Junior/middle JavaScript разработчик,Санкт-Петербург,,,,
43785,48696817,Администратор\разработчик Битрикс,Москва,,,,
43787,48696838,Инженер-программист АСУТП,Москва,,,,
43788,48696930,Программист C#,Иркутск,70000.0,,RUR,False
43789,48696932,Разработчик/программист Python,Кемерово,,200000.0,RUR,False
43790,48696955,Программист C# / Разработчик Unity (Middle/Senior),Челябинск,70000.0,,RUR,False
43791,48696963,Инженер-программист С/С++,Москва,,,,
43792,48696973,PHP-разработчик,Челябинск,50000.0,,RUR,True
43793,48696979,Программист 1C,Курск,,50000.0,RUR,False
43795,48696991,Программист C# Xamarin,Челябинск,50000.0,,RUR,False
43798,48697040,Программист 1С,Пермь,80000.0,,RUR,False
43799,48697083,Middle Frontend Developer (Vue/Nuxt),Набережные Челны,,,,
43850,48697150,Junior D365FO Developer / Младший программист,Москва,80000.0,130000.0,RUR,False
43852,48697169,Программист С++,Нижний Новгород,90000.0,,RUR,True
43853,48697175,Senior frontend developer (Angular),Москва,,,,
43854,48697181,"Разработчик микросервисов (GoLang, Bash, PowerShell, REST)",Москва,,,,
43855,48697192,Программист 1С,Оренбург,80000.0,,RUR,False
43856,48697196,Junior JavaScript develover,Тольятти,40000.0,,RUR,False
43857,48697227,Младший программист 1С,Москва,,,,
43858,48697240,"Разработчик баз данных (PostgreSQL, PL/pgSQL, Bash)",Москва,,,,
43861,48697305,Web Developer,Киров (Кировская область),,80000.0,RUR,True
43862,48697321,Системный администратор,Санкт-Петербург,125000.0,,RUR,True
43865,48697371,Senior DevOps инженер (Big Data),Москва,,,,
43866,48697380,Программист С++,Москва,150000.0,,RUR,True
43870,48697517,Java developer,Казань,,,,
43871,48697519,Инженер по сопровождению (проект SberAPI),Москва,170000.0,,RUR,True
43873,48697584,Инженер технической поддержки,Санкт-Петербург,,,,
43876,48697630,Специалист по автоматизации бизнес-процессов,Вологда,40000.0,60000.0,RUR,False
43877,48697646,Java developer,Екатеринбург,,,,
43878,48697719,Java developer,Челябинск,,,,
43881,48697744,Java developer,Томск,,,,
43882,48697746,ML Engineer,Москва,,,,
43883,48697764,Android developer,Москва,,,,
43884,48697765,Python разработчик,Краснодар,60000.0,200000.0,RUR,False
43886,48697780,Fullstack developer,Москва,,,,
43887,48697783,Java developer,Новосибирск,,,,
43888,48697823,Java developer,Ростов-на-Дону,,,,
43890,48697835,Frontend-разработчик,Новосибирск,,120000.0,RUR,False
43891,48697848,Python разработчик,Самара,60000.0,200000.0,RUR,False
43892,48697883,Python разработчик,Улан-Удэ,60000.0,200000.0,RUR,False
43893,48697891,Python разработчик,Мурманск,60000.0,200000.0,RUR,False
43894,48697902,Специалист по сопровождению SAUMI-WEB,Дубна,,,,
43895,48697913,Python разработчик,Томск,60000.0,200000.0,RUR,False
43896,48697916,Системный администратор без опыта,Владивосток,50000.0,,RUR,False
43897,48697919,Python разработчик,Санкт-Петербург,60000.0,200000.0,RUR,False
43898,48697943,Python разработчик,Екатеринбург,60000.0,200000.0,RUR,False
43899,48697960,Специалист по сопровождению SAUMI-WEB,Белгород,,,,
43900,48697963,Python разработчик,Йошкар-Ола,60000.0,200000.0,RUR,False
43901,48697979,Программист Java/Delphi,Санкт-Петербург,,,,
43902,48697982,Python разработчик,Сочи,60000.0,200000.0,RUR,False
43904,48698016,IOS developer,Иннополис,,250000.0,RUR,False
43905,48698093,Разработчик Вычислительного центра,Москва,100000.0,170000.0,RUR,True
43907,48698102,ETL разработчик,Ижевск,,,,
43908,48698103,ETL разработчик,Краснодар,,,,
43909,48698104,ETL разработчик,Санкт-Петербург,,,,
43910,48698105,ETL разработчик,Екатеринбург,,,,
43914,48698221,Программист-тестировщик (производительность мобильных приложений),Новосибирск,80000.0,225000.0,RUR,True
43915,48698232,Программист-тестировщик (фронтенд производительность),Новосибирск,53000.0,130000.0,RUR,True
43918,48698251,Специалист по работе с обращениями Яндекс.Еда,Воронеж,,,,
43928,48698291,Системный аналитик (Банк),Москва,,,,
43934,48698392,Специалист по работе с клиентами Яндекс.Еда,Воронеж,,,,
43935,48698404,Программист 1C (Удаленная работа),Москва,140000.0,160000.0,RUR,False
43936,48698413,Разработчик NodeJS,Москва,,,,
43937,48698441,Ведущий инженер отдела технической поддержки,Москва,,90000.0,RUR,True
43940,48698459,Ведущий системный аналитик,Москва,,,,
43941,48698476,PHP-разработчик (удаленно),Москва,80000.0,150000.0,RUR,False
43943,48698490,Системный администратор,Санкт-Петербург,50000.0,,RUR,True
43946,48698522,Инженер по автоматизации/системный администратор,Ростов-на-Дону,45000.0,55000.0,RUR,False
43948,48698564,Программист 1С,Москва,15000.0,,RUR,True
43949,48698565,Программист 1С,Новосибирск,15000.0,,RUR,True
43952,48698610,Системный аналитик,Москва,,,,
43957,48698683,Специалист отдела поддержки Яндекс.Еда,Воронеж,,,,
43958,48698684,Помощник Web-разработчика,Новочеркасск,,40000.0,RUR,False
43959,48698686,Middle Python developer (релокация в Сочи),Москва,150000.0,,RUR,False
43960,48698705,Python / DS-ML разработчик,Москва,,,,
43961,48698706,Программист Bitrix (Удаленно),Санкт-Петербург,100000.0,,RUR,False
43963,48698754,Front-end developer,Красноярск,,,,
43964,48698761,Системный администратор,Солнечногорск,50000.0,,RUR,False
43967,48698792,Консультант 1C,Санкт-Петербург,125000.0,,RUR,True
43969,48698807,Специалист по работе с партнерами Яндекс.Еда,Воронеж,,,,
43971,48698856,Инженер автоматизации бизнес-систем,Ростов-на-Дону,,,,
43972,48698859,Администратор СУБД PostgreSQL,Москва,,,,
43974,48698884,Web-разработчик,Москва,,,,
43977,48698990,ML-инженер,Москва,,,,
43978,48699046,Разработчик C# .Net / C# .Net Software Developer,Москва,280000.0,,RUR,False
43979,48699047,Разработчик C# .Net / C# .Net Software Developer,Казань,280000.0,,RUR,False
43980,48699048,Разработчик C# .Net / C# .Net Software Developer,Сочи,280000.0,,RUR,False
43983,48699120,DevOps инженер,Москва,,,,
43985,48699154,DevOps engineer (Инвестиции),Новосибирск,,,,
43986,48699169,Frontend-разработчик (Middle),Москва,140000.0,200000.0,RUR,True
43987,48699214,Инженер по автоматизированным системам (специалист IT отдела - системный администратор),Химки,45000.0,,RUR,False
43988,48699307,"Game Developer (TypeScript, JavaScript, C++, Unity)",Новосибирск,60000.0,100000.0,RUR,False
43989,48699311,C/C++/Android NDK developer,Липецк,60000.0,80000.0,RUR,False
43990,48699327,Стажёр бизнес-аналитик / Special Situations,Москва,,,,
43993,48699355,Ведущий инженер по сетевым и информационным технологиям (IT-специалист),Новокузнецк,40000.0,,RUR,False
43994,48699414,Junior Javascript разработчик,Ростов-на-Дону,30000.0,50000.0,RUR,True
43995,48699461,"Frontend developer (JS, React / Vue)",Омск,80000.0,,RUR,False
43996,48699475,Системный администратор,Москва,80000.0,100000.0,RUR,False
43997,48699480,Программист,Таганрог,60000.0,,RUR,True
43998,48699502,Программист 1C,Набережные Челны,80000.0,,RUR,False
43999,48699536,DevOps инженер,Новосибирск,,,,
44006,48699680,Разработчик тренажерных систем,Тверь,,,,
44007,48699681,Программист SQL,Санкт-Петербург,130000.0,,RUR,False
44010,48699774,Дежурный специалист техподдержки (2-я линия поддержки),Москва,,,,
44013,48699803,Специалист по внедрению Битрикс24 (стажер),Пенза,,,,
44062,48699859,DevOps инженер,Новосибирск,,,,
44066,48699874,Junior разработчик веб,Нижний Новгород,,,,
44067,48699877,Младший специалист по работе с обращениями Яндекс.Еда,Воронеж,,,,
44068,48699927,Консультант Qlik,Москва,,,,
44069,48699935,Data Scientist,Санкт-Петербург,,,,
44071,48699958,Дата-аналитик/Старший аналитик,Москва,,,,
44073,48699993,QA engineer (middle),Санкт-Петербург,,,,
44075,48700000,Системный администратор,Москва,,,,
44076,48700005,Программист PHP,Москва,,,,
44079,48700031,DevOps Engineer,Новосибирск,,,,
44080,48700047,C# FULL-STACK Developer (Regular/ Senior),Москва,4000.0,6000.0,USD,False
44081,48700048,Middle Frontend Developer,Великий Новгород,,180000.0,RUR,False
44082,48700052,Специалист группы релизного тестирования / Release QA specialist,Санкт-Петербург,,,,
44083,48700065,ИТ Бизнес-аналитик / Ведущий ИТ Бизнес-аналитик,Новосибирск,,,,
44085,48700068,Backend-разработчик (node.js),Санкт-Петербург,175000.0,,RUR,True
44086,48700069,Инженер технической поддержки,Москва,,80000.0,RUR,False
44087,48700082,QA Specialist (Специалист по тестированию),Санкт-Петербург,,,,
44089,48700086,Системный аналитик,Москва,,200000.0,RUR,True
44094,48700214,Специалист по системной поддержке,Челябинск,,45000.0,RUR,True
44103,48700362,Middle/Senior Golang Developer (удаленно),Москва,,,,
44104,48700373,QA Engineer/Тестировщик,Москва,,,,
44105,48700384,Системный администратор информационно-коммуникационных систем в школу,Москва,60000.0,65000.0,RUR,True
44106,48700513,Программист-разработчик,Краснодар,,149425.0,RUR,True
44107,48700545,Программист-стажер 1С,Пермь,,,,
44109,48700567,Программист-разработчик,Брянск,,,,
44110,48700578,Программист 1С (удаленно): Управление торговлей,Москва,120000.0,150000.0,RUR,False
44111,48700599,Ведущий разработчик 1С,Красноярск,,,,
44113,48700609,Data-инженер,Москва,,,,
44114,48700628,QA Engineer,Таганрог,,,,
44115,48700641,Младший специалист технической поддержки AMOS,Химки,,,,
44116,48700678,Программист-разработчик,Казань,,,,
44131,48700954,Разработчик PostgreSQL (удаленно),Москва,100000.0,,RUR,False
44133,48700965,PHP-разработчик,Барнаул,,,,
44134,48700967,Backend-разработчик PHP,Москва,,,,
44136,48700996,Аналитик данных,Москва,,,,
44141,48701049,Инженер-программист,Чебоксары,30000.0,80000.0,RUR,True
44144,48701133,Android разработчик (удаленно),Москва,150000.0,,RUR,False
44148,48701187,IOS разработчик (удаленно),Москва,140000.0,,RUR,False
44150,48701224,Бизнес-аналитик по описанию бизнес процессов в amoCRM и Битрикс24 (удаленно),Санкт-Петербург,100000.0,150000.0,RUR,False
44155,48701255,Разработчик ETL,Москва,200000.0,,RUR,False
44167,48701355,Manual QA engineer,Москва,,,,
44169,48701377,DevOps engineer (Киберметодология),Москва,,,,
44171,48701389,Системный администратор,Москва,55000.0,65000.0,RUR,False
44173,48701409,Разработчик ЦФТ-Банк (IBSO),Уфа,,,,
44175,48701435,Специалист по внедрению Битрикс 24,Санкт-Петербург,50000.0,70000.0,RUR,False
44176,48701453,Старший системный администратор (Windows),Казань,,,,
44185,48701510,Системный администратор,Зерноград,13000.0,15000.0,RUR,True
44186,48701531,Auto QA engineer,Новосибирск,,,,
44187,48701551,Системный аналитик (хранилища данных),Москва,,,,
44188,48701558,Специалист технической поддержки,Пермь,25000.0,30000.0,RUR,True
44192,48701619,Manual QA Engineer (backend),Москва,,,,
44194,48701648,"Аналитик-разработчик VBA, Корпоративное развитие",Москва,,,,
44195,48701696,Mobile Automation QA (Android),Москва,,,,
44196,48701713,QA Automation Engineer (Golang),Москва,,,,
44197,48701740,Программист 1С,Москва,115000.0,115000.0,RUR,True
44198,48701751,QA Automation Engineer (Java/Kotlin),Москва,,,,
44199,48701769,Ведущий инженер-программист отдела информационной безопасности,Киров (Кировская область),22000.0,25000.0,RUR,False
44200,48701803,Программист Ruby,Москва,130000.0,130000.0,RUR,True
44201,48701808,Продуктовый аналитик,Москва,,,,
44203,48701874,Vue.js frontend специалист,Москва,75000.0,,RUR,True
44204,48701882,Ведущий программист 1С,Санкт-Петербург,149400.0,149400.0,RUR,True
44205,48701890,Javascript разработчик,Санкт-Петербург,80000.0,120000.0,RUR,False
44206,48701895,Fullstack developer (.Net/Angular),Москва,,180000.0,RUR,False
44207,48701907,Разработчик ЦФТ-Банк (IBSO),Новосибирск,,,,
44208,48701908,Back-end разработчик,Екатеринбург,,,,
44210,48701975,Системный администратор,Воронеж,,,,
44212,48701986,Системный администратор,Павловск (Воронежская область),,,,
44214,48702026,SAP TM Consultant,Москва,,,,
44215,48702055,"Системный аналитик, Описание товаров и Атрибутно-категорийная модель, Контент и товары / Маркетплейс",Москва,,,,
44216,48702079,Junior Frontend-разработчик (React.js),Москва,,,,
44217,48702086,Стажер в отдел автоматизации бизнес-процессов (RPA),Омск,,,,
44222,48702188,Технический специалист поддержки Microsoft Dynamics AX (Axapta),Санкт-Петербург,60000.0,,RUR,True
44224,48702206,"Тестировщик, QA/специалист по тестированию web",Екатеринбург,60000.0,,RUR,False
44226,48702211,Ведущий специалист по обслуживанию pos-терминалов,Санкт-Петербург,51000.0,51000.0,RUR,False
44227,48702249,Консультант SAP ERP,Москва,,,,
44230,48702287,Front-end Developer (Angular),Москва,,,,
44233,48702325,Тестировщик / QA ( специалист по тестированию web),Тюмень,60000.0,,RUR,False
44235,48702339,Fullstack QA (Remote),Санкт-Петербург,,250000.0,RUR,True
44236,48702346,IT-специалист,Владивосток,,,,
44240,48702412,Программист 1С,Москва,,,,
44241,48702456,Разработчик C# / Middle asp.net developer,Москва,,,,
44242,48702538,Разработчик - web,Минеральные Воды,89133.0,131759.0,RUR,True
44246,48702566,DevOps/CI-CD инженер,Тверь,,,,
44247,48702573,QA инженер (Automation) / Тестировщик,Москва,80000.0,110000.0,RUR,False
44253,48702701,Middle/Senior Java Backend разработчик,Москва,,,,
44254,48702731,Разработчик ЦФТ-Банк (IBSO),Самара,,,,
44257,48702746,Инженер-программист Junior,Россошь,50000.0,,RUR,False
44258,48702838,Аналитик Power Bi,Челябинск,,,,
44260,48702863,Консультант 1С,Санкт-Петербург,,,,
44262,48702899,"Программист-разработчик 1C (Бухгалтерия, ЗУП)",Санкт-Петербург,,,,
44263,48702909,1С разработчик,Москва,,,,
44264,48702915,Разработчик Ruby on Rails,Санкт-Петербург,,,,
44265,48702935,Программист-разработчик 1C (Медицина),Санкт-Петербург,,,,
44267,48702974,Unity3D Developer,Санкт-Петербург,,,,
44269,48702983,Программист 1С,Волгоград,35000.0,40000.0,RUR,True
44270,48703026,PHP-разработчик,Санкт-Петербург,120000.0,150000.0,RUR,False
44272,48703043,PHP программист,Москва,,60000.0,RUR,False
44274,48703102,Front-end разработчик (Vue.js),Москва,,,,
44277,48703154,Администратор Linux (удаленно),Москва,,,,
44278,48703155,Front-end разработчик (React),Санкт-Петербург,,,,
44279,48703158,Специалист службы поддержки пользователей игр и приложений / Customer support specialist (GameDev),Пермь,23000.0,40000.0,RUR,True
44280,48703214,Специалист технической поддержки,Кубинка,,,,
44282,48703218,Системный администратор,Тверь,50000.0,,RUR,True
44283,48703256,PHP-программист / web-разработчик,Казань,,,,
44286,48703269,"Ведущий программист 1С (БГУ, ЗиКГУ)",Москва,150000.0,,RUR,False
44292,48703468,Front-end разработчик (React),Москва,,,,
44293,48703471,Бизнес-аналитик (внедрение ERP - транспортная логистика),Москва,150000.0,200000.0,RUR,False
44295,48703482,Разработчик Android,Москва,,,,
44298,48703524,Специалист службы технической поддержки (удаленно),Зеленоград,40000.0,,RUR,False
44299,48703542,Системный аналитик,Москва,,,,
44300,48703585,IOS разработчик,Москва,50000.0,,RUR,False
44301,48703586,Python-разработчик,Санкт-Петербург,,,,
44302,48703604,Бизнес-аналитик,Москва,,,,
44305,48703634,IOS разработчик,Санкт-Петербург,,,,
44306,48703669,Java-разработчик (поддержка),Москва,,,,
44307,48703677,IOS разработчик,Москва,,,,
44308,48703689,Java Backend Engineer,Москва,,,,
44309,48703694,Аналитик данных Middle,Екатеринбург,,,,
44310,48703715,Консультант 1С ERP,Нижний Новгород,,,,
44311,48703729,"Специалист службы технической поддержки (вечерний, удаленно)",Зеленоград,15000.0,25000.0,RUR,False
44313,48703744,С# developer,Москва,,,,
44315,48703794,"Системный аналитик (приложения, Web)",Москва,,200000.0,RUR,False
44317,48703811,Инженер-программист МК в области АСУ ТП,Москва,60000.0,,RUR,True
44318,48703828,Junior DevOps Engineer,Москва,100000.0,150000.0,RUR,False
44320,48703875,Java Developer,Казань,,,,
44321,48703876,Java Developer,Москва,,,,
44323,48703884,QA engineer/Тестировщик,Новосибирск,50000.0,70000.0,RUR,False
44325,48703955,Junior Data Scientist,Москва,,,,
44326,48703959,Начинающий программист С++,Санкт-Петербург,50000.0,50000.0,RUR,False
44328,48703988,Python developer,Иннополис,,,,
44329,48703989,Python developer,Казань,,,,
44330,48703990,Python developer,Уфа,,,,
44331,48703991,Python developer,Самара,,,,
44332,48703992,Python developer,Агрыз,,,,
44333,48703993,Python developer,Зеленодольск (Республика Татарстан),,,,
44334,48703994,Python developer,Набережные Челны,,,,
44335,48703995,Python developer,Менделеевск,,,,
44336,48703996,Python developer,Лениногорск,,,,
44337,48703997,Python developer,Чистополь,,,,
44338,48703998,Python developer,Ижевск,,,,
44339,48704001,"Мобильный разработчик Android, Логистика / Быстрая курьерская доставка",Екатеринбург,,,,
44340,48704002,"Мобильный разработчик Android, Логистика / Быстрая курьерская доставка",Сочи,,,,
44341,48704003,"Мобильный разработчик Android, Логистика / Быстрая курьерская доставка",Казань,,,,
44342,48704004,"Мобильный разработчик Android, Логистика / Быстрая курьерская доставка",Самара,,,,
44343,48704005,"Мобильный разработчик Android, Логистика / Быстрая курьерская доставка",Калининград,,,,
44344,48704006,"Мобильный разработчик Android, Логистика / Быстрая курьерская доставка",Нижний Новгород,,,,
44345,48704007,"Мобильный разработчик Android, Логистика / Быстрая курьерская доставка",Ростов-на-Дону,,,,
44346,48704008,"Мобильный разработчик Android, Логистика / Быстрая курьерская доставка",Уфа,,,,
44347,48704012,Программист 1С,Санкт-Петербург,75000.0,,RUR,False
44349,48704017,Java Back-End Developer,Санкт-Петербург,,,,
44350,48704028,Программист-разработчик Битрикс,Москва,80000.0,,RUR,False
44351,48704042,Системный аналитик,Москва,,,,
44353,48704052,Разработчик мобильных приложений (Android и/или iOS),Санкт-Петербург,,,,
44354,48704059,PHP Developer (стажер),Тула,,,,
44356,48704117,Инженер-программист в области разработки web-интерфейса SCADA-системы,Москва,80000.0,,RUR,True
44358,48704147,Ведущий консультант-аналитик 1С,Санкт-Петербург,150000.0,190000.0,RUR,False
44360,48704157,Fullstack-разработчик (упор на разработку на Python и архитектуру),Краснодар,,250000.0,RUR,False
44361,48704195,Fullstack-разработчик (упор на разработку на Python и архитектуру),Сочи,,250000.0,RUR,False
44362,48704212,Системный администратор (SAP),Москва,,,,
44363,48704225,Full-stack ASP.Net стажер (младший разработчик / Junior Developer),Ростов-на-Дону,15000.0,30000.0,RUR,False
44364,48704255,Специалист технической поддержки,Москва,40000.0,,RUR,False
44365,48704262,Unity developer,Санкт-Петербург,,,,
44371,48704317,С++ developer (computational geometry),Москва,,,,
44372,48704323,Backend-разработчик (PHP),Санкт-Петербург,120000.0,250000.0,RUR,False
44383,48704398,Системный администратор,Санкт-Петербург,50000.0,,RUR,False
44385,48704462,Программист 1C,Вологда,,,,
44388,48704553,Golang разработчик,Казань,,,,
44390,48704572,DevOps engineer,Москва,,,,
44391,48704576,QA Engineer (Middleware systems),Москва,,,,
44392,48704598,Программист,Пермь,100000.0,300000.0,RUR,False
44393,48704610,Системный администратор,Санкт-Петербург,65000.0,70000.0,RUR,False
44394,48704614,GoLang developer,Москва,180000.0,300000.0,RUR,False
44396,48704627,Старший системный администратор,Курск,,,,
44397,48704637,Web-программист (Junior/начинающий),Новосибирск,,,,
44399,48704660,Специалист технической поддержки,Москва,37000.0,45000.0,RUR,False
44402,48704698,Full-stack PHP developer,Казань,130000.0,,RUR,False
44403,48704699,Full-stack PHP developer,Уфа,130000.0,,RUR,True
44404,48704700,Full-stack PHP developer,Самара,130000.0,,RUR,True
44405,48704701,Full-stack PHP developer,Ижевск,130000.0,,RUR,True
44406,48704704,QA Engineer,Иннополис,,100000.0,RUR,True
44407,48704705,QA Engineer,Казань,,100000.0,RUR,True
44408,48704706,QA Engineer,Нижний Новгород,,100000.0,RUR,True
44409,48704707,QA Engineer,Самара,,100000.0,RUR,True
44414,48704785,Программист отдела тестирования,Москва,140000.0,,RUR,True
44415,48704793,Software Test Automation Engineer (Python),Санкт-Петербург,,,,
44417,48704807,Golang разработчик,Самара,,,,
44418,48704814,Системный администратор ЛВС,Мурманск,34500.0,,RUR,True
44419,48704828,Java-программист,Москва,170000.0,,RUR,False
44420,48704861,Golang разработчик,Краснодар,,,,
44421,48704871,Golang разработчик,Санкт-Петербург,,,,
44423,48704886,Android - Разработчик/программист Android,Воронеж,,,,
44425,48704988,Консультант 1С ERP,Дзержинск (Нижегородская область),,,,
44426,48705000,Системный аналитик ( FRONTOL),Москва,,,,
44429,48705024,Старший специалист по сопровождению договоров аренды инфраструктуры,Новосибирск,,,,
44430,48705029,Senior iOS Developer,Москва,,,,
44432,48705149,Старший специалист по сопровождению договоров аренды инфраструктуры,Нижний Новгород,,,,
44433,48705159,Тестировщик ПО (Manual Testing),Екатеринбург,,,,
44435,48705258,Системный аналитик Microsoft Dynamics AX,Санкт-Петербург,,,,
44437,48705308,Golang - разработчик,Москва,,,,
44438,48705334,Разработчик программного обеспечения,Москва,,,,
44440,48705381,Python Backend Developer - BPA,Москва,,,,
44450,48705466,Middle/Senior BI Developer,Сочи,,,,
44452,48705499,Программист 1С,Новосибирск,,,,
44453,48705516,Аналитик BI,Санкт-Петербург,,,,
44454,48705550,Ведущий специалист технической поддержки,Санкт-Петербург,45000.0,45000.0,RUR,False
44457,48705616,Scala Разработчик,Москва,,,,
44465,48705680,Frontend-разработчик,Москва,,,,
44466,48705685,Оператор службы технической поддержки горячей линии,Санкт-Петербург,40000.0,45000.0,RUR,False
44468,48705765,PHP - разработчик,Москва,80000.0,180000.0,RUR,False
44469,48705771,Full Stack Разработчик / React + Node.JS Developer,Москва,,,,
44470,48705878,Junior DevOps engineer,Москва,80000.0,,RUR,False
44471,48705886,Инженер-программист/ведущий инженер-программист,Санкт-Петербург,,,,
44473,48705907,Специалист чат-поддержки пользователей Битрикс24 (Удаленно),Калининград,35000.0,50000.0,RUR,False
44475,48705911,Программист 1С,Иркутск,85000.0,,RUR,False
44476,48705914,"Специалист технической поддержки, 1-я линия поддержки L'Occitane",Иркутск,27000.0,35000.0,RUR,False
44477,48705946,Специалист технической поддержки,Клин,,,,
44478,48705947,Специалист технической поддержки,Солнечногорск,,,,
44487,48706028,Разработчик интеграционного (middleware) программного обеспечения,Москва,,,,
44488,48706043,Специалист технической поддержки,Наро-Фоминск,,,,
44492,48706086,Инженер-программист,Пушкино (Московская область),,95000.0,RUR,True
44501,48706165,Программист UNITY,Ростов-на-Дону,,,,
44506,48706206,Front-End Developer (React Native),Екатеринбург,,60000.0,RUR,True
44507,48706207,Front-End Developer (React Native),Новосибирск,,60000.0,RUR,True
44514,48706335,Business Process Specialist (SAP with focus on Project management),Москва,,,,
44515,48706350,Инженер в службу технической поддержки Yandex.Cloud,Москва,,,,
44521,48706387,1С программист,Краснодар,120000.0,160000.0,RUR,False
44524,48706404,1С программист,Орел,120000.0,160000.0,RUR,False
44525,48706406,Системный администратор,Томск,36000.0,36000.0,RUR,False
44528,48706428,1С программист,Тамбов,120000.0,160000.0,RUR,False
44533,48706505,Инженер-программист,Нижний Тагил,,,,
44535,48706512,QA Automation Engineer (RCV webinars team) remote,Санкт-Петербург,,,,
44545,48706549,Ведущий инженер поддержки эксплуатации сети ШПД,Москва,,,,
44550,48706672,1С программист,Воронеж,,,,
44551,48706699,Middle Java разработчик,Москва,,,,
44552,48706703,Программист-консультант 1C,Краснодар,30000.0,40000.0,RUR,False
44560,48706810,Программист 1С,Москва,150000.0,160000.0,RUR,False
44561,48706825,PHP Full Stack (junior),Москва,60000.0,60000.0,RUR,False
44563,48706830,"Оператор входящих звонков (техническая поддержка, интернет провайдер, коллцентр)",Санкт-Петербург,20000.0,40000.0,RUR,False
44566,48706949,Инженер технической поддержки,Москва,55000.0,57000.0,RUR,True
44569,48706964,Специалист по IT,Челябинск,,,,
44570,48706989,IOS программист,Екатеринбург,,,,
44580,48707091,Младший специалист по работе с ресторанами Яндекс.Еда,Воронеж,,,,
44581,48707174,Junior Java Developer,Москва,,,,
44584,48707217,QA Automation Engineer (Java),Санкт-Петербург,,,,
44585,48707233,Junior unity developer / программист,Санкт-Петербург,,,,
44586,48707236,Системный аналитик (Greenplum),Москва,,,,
44591,48707397,Тестировщик ПО / QA инженер,Санкт-Петербург,40000.0,,RUR,False
44592,48707405,React Native Developer,Москва,,200000.0,RUR,False
44593,48707407,Разработчик .Net Core (backend) Senior,Москва,,,,
44594,48707411,Системный администратор Unix,Москва,,,,
44599,48707452,Тестировщик Web,Санкт-Петербург,60000.0,,RUR,False
44600,48707464,Middle JavaScript Developer,Москва,,,,
44601,48707472,Тестировщик ПО,Москва,,,,
44603,48707493,QA engineer junior+/middle (ручное тестирование web),Москва,,,,
44604,48707501,Middle JavaScript FE,Москва,,,,
44605,48707512,"Программист 1С, г. Королев",Королев,150000.0,,RUR,False
44607,48707518,Бизнес-аналитик (IT),Подольск (Московская область),80000.0,100000.0,RUR,True
44609,48707536,C# developer,Москва,80000.0,250000.0,RUR,False
44610,48707557,Начинающий специалист / Технический специалист,Москва,,,,
44611,48707566,Начинающий инженер - программист,Москва,30000.0,50000.0,RUR,False
44612,48707590,Full Stack разработчик,Ижевск,,,,
44613,48707642,Бизнес-аналитик (IT) удаленно,Подольск (Московская область),80000.0,100000.0,RUR,True
44614,48707653,.Net developer,Москва,,,,
44618,48707736,DevOps инженер,Москва,,,,
44619,48707737,DevOps инженер,Санкт-Петербург,,,,
44620,48707747,Младший Web-разработчик frontend,Кострома,50000.0,,RUR,True
44621,48707786,Старший инженер - программист,Бийск,95000.0,150000.0,RUR,False
44623,48707849,Специалист по сопровождению договоров,Челябинск,30000.0,,RUR,False
44625,48707869,Стажер-программист 1С,Москва,35000.0,,RUR,True
44628,48708001,Системный администратор,Альметьевск,,,,
44630,48708012,Разработчик Power Platform/стажер,Санкт-Петербург,,,,
44632,48708043,Младший системный аналитик,Екатеринбург,30000.0,,RUR,False
44634,48708080,Инженер-программист,Дзержинск (Нижегородская область),70000.0,,RUR,True
44640,48708181,Business Analyst,Севастополь,,,,
44641,48708185,Web-разработчик frontend,Кострома,100000.0,,RUR,True
44644,48708209,Специалист по работе с клиентами.Удаленно,Севастополь,25000.0,35000.0,RUR,False
44645,48708210,Специалист по работе с клиентами. Удаленно,Белгород,25000.0,35000.0,RUR,False
44647,48708237,"Разработчик 1С (БП, ЗУП)",Санкт-Петербург,120000.0,180000.0,RUR,True
44650,48708284,Специалист техподдержки,Зеленогорск (Красноярский край),30000.0,40000.0,RUR,False
44651,48708293,QA Automation,Москва,,,,
44654,48708312,Специалист технической поддержки,Дубна,25000.0,,RUR,True
44658,48708363,Web-программист,Саратов,37000.0,,RUR,False
44659,48708384,Middle QA Automation Engineer,Нижний Новгород,,,,
44660,48708392,DevOps (инженер),Москва,,,,
44661,48708393,ИТ-специалист / DevOps-инженер (удаленно),Москва,70000.0,90000.0,RUR,False
44663,48708451,Ведущий инженер по функциональному тестированию (Web),Москва,,,,
44664,48708464,Специалист по автоматическому тестированию ПО (1С) (удаленно),Москва,,,,
44665,48708566,Аналитик Terrasoft Creatio,Москва,,,,
