,id,area_name,address_lat,address_lng,employer_id,employer_name
0,14694668,Тула,54.185099,37.612012,1196086,ЮниВеб
1,14820007,Тула,54.18209,37.573411,200522,"СофтЭксперт, г. Тула"
2,15518045,Санкт-Петербург,,,314182,Saber Interactive
5,16142474,Ижевск,,,1020927,Центр Информационных Технологий БАРС
6,16487878,Санкт-Петербург,,,314182,Saber Interactive
11,19094169,Санкт-Петербург,59.923928,30.328373,36753,ПетербургГаз
15,23040448,Чебоксары,0.0,0.0,712918,Гарант-Чебоксары
16,23473091,Санкт-Петербург,59.972316,30.311835,1539356,Солантек
17,23863827,Коломна,55.098903,38.775644,41144,АСКОН
23,24868756,Тула,54.189292,37.610808,653589,"Тутанхамон, Сеть ювелирных салонов"
25,25978701,Киров (Кировская область),58.602053,49.626817,1671906,ПРОГРАММНЫЙ ЦЕНТР
26,25985863,Ижевск,,,1020927,Центр Информационных Технологий БАРС
31,26212752,Тула,54.183523,37.611311,52582,Смартек
32,26280954,Тула,54.18209,37.573411,200522,"СофтЭксперт, г. Тула"
33,26281151,Тула,54.18209,37.573411,200522,"СофтЭксперт, г. Тула"
35,26298599,Новосибирск,54.853138,83.09853,714248,Xored
36,26298983,Новосибирск,54.853138,83.09853,714248,Xored
37,26299238,Новосибирск,,,714248,Xored
38,26299719,Новосибирск,,,714248,Xored
39,26299851,Новосибирск,,,714248,Xored
40,26300111,Новосибирск,,,714248,Xored
42,26662707,Новосибирск,,,714248,Xored
45,26785253,Москва,55.769423,37.559371,3460322,Актион Технологии
46,27213832,Липецк,,,3434171,Колесник Роман Юрьевич (iba AG)
47,27213888,Липецк,,,3434171,Колесник Роман Юрьевич (iba AG)
48,27845296,Нижний Новгород,56.289935,43.94244,3549219,ФКУ Центр по обеспечению деятельности Казначейства России
52,28495069,Санкт-Петербург,59.992821,30.381562,2519536,Специальный Технологический Центр
53,28668903,Нижний Новгород,56.289935,43.94244,3549219,ФКУ Центр по обеспечению деятельности Казначейства России
63,28810664,Новосибирск,55.039925,82.96248,3776,МТС
64,28840586,Самара,53.197370711,50.1173142884,665470,Открытый код
65,28879519,Омск,,,131539,ФТО
66,28943229,Санкт-Петербург,,,1413074,Техностар
130,29631916,Москва,,,882,1С
131,29632598,Москва,,,882,1С
132,29727630,Москва,,,2300703,Открытая мобильная платформа
133,29797509,Красноярск,56.0108,92.868858,735216,Апогей-БК
134,29922007,Казань,55.781236,49.113295,997523,ONLINECONTRACT
135,29973440,Рязань,,,41144,АСКОН
136,29999894,Нижний Новгород,56.289935,43.94244,3549219,ФКУ Центр по обеспечению деятельности Казначейства России
137,30138172,Иваново (Ивановская область),56.995583,40.960608,3191643,ЦИФРА
139,30185978,Москва,55.728849,37.620321,1329,Европлан
140,30202910,Москва,55.733148,37.665992,4181,Банк ВТБ (ПАО)
141,30215445,Красноярск,56.0108,92.868858,735216,Апогей-БК
142,30244391,Тюмень,57.142057,65.553273,3248784,ГК ТюмБИТ
144,30522346,Тула,54.18209,37.573411,200522,"СофтЭксперт, г. Тула"
146,30729158,Санкт-Петербург,59.787071,30.627907,213576,Средне-Невский судостроительный завод
150,31069427,Москва,,,78638,Тинькофф
151,31196771,Новосибирск,55.057533,82.961168,584317,НПФ Гранч
152,31244298,Новосибирск,55.022438,82.91292,2773057,ARQA Technologies
153,31263045,Самара,,,41512,ФАРМПЕРСПЕКТИВА
154,31296094,Киров (Кировская область),58.602053,49.626817,1671906,ПРОГРАММНЫЙ ЦЕНТР
155,31296238,Киров (Кировская область),58.602053,49.626817,1671906,ПРОГРАММНЫЙ ЦЕНТР
173,31526774,Краснодар,45.05178,38.974675,131539,ФТО
176,31571439,Самара,53.197370711,50.1173142884,665470,Открытый код
177,31685520,Киров (Кировская область),58.615792,49.684049,675435,Компания ТрэйдСофт
179,31743190,Зеленоград,56.012179,37.202075,790859,НТЦ ЭЛИНС
180,31746015,Зеленоград,56.012179,37.202075,790859,НТЦ ЭЛИНС
184,32053545,Екатеринбург,56.846824,60.616474,47479,"МОТИВ, телекоммуникационная группа"
185,32084305,Новосибирск,55.022567,82.930086,3034828,Смарт консалтинг
186,32126408,Санкт-Петербург,59.921033,30.343177,2300703,Открытая мобильная платформа
187,32171578,Тула,54.183523,37.611311,5111910,ЕВАППС
189,32414940,Пермь,57.99973,56.268888,1993100,Гриндата
191,32569325,Москва,55.795287,37.600343,429,Samsung Research Center
192,32610384,Санкт-Петербург,59.958886,30.320108,1666189,МедиаСофт
193,32611281,Санкт-Петербург,59.958886,30.320108,1666189,МедиаСофт
194,32614916,Санкт-Петербург,59.958886,30.320108,1666189,МедиаСофт
196,32695277,Москва,55.746593,37.537371,2180,Ozon
197,32740496,Санкт-Петербург,60.014599,30.295198,537,СОЛВО
198,32824001,Екатеринбург,56.846824,60.616474,47479,"МОТИВ, телекоммуникационная группа"
199,32840312,Ижевск,56.845126,53.212101,634445,БИТ Мастер
200,33025333,Москва,55.769423,37.559371,3460322,Актион Технологии
202,33102960,Санкт-Петербург,59.992821,30.381562,2519536,Специальный Технологический Центр
204,33368305,Москва,,,1035394,"Красное & Белое, розничная сеть"
205,33427750,Москва,,,407,Гарант
206,33440694,Москва,55.725904,37.647567,115972,"Хомнет, Группа Компаний"
210,33568474,Томск,56.476379,84.96142,1407093,KODE
211,33642022,Барнаул,,,115911,Энтерра
213,33764951,Новосибирск,55.083601,82.938396,828199,«Предприятие «ЭЛТЕКС»
216,33798345,Новосибирск,,,1781300,Дром
217,33820561,Владивосток,,,1781300,Дром
220,34007755,Архангельск,,,1904877,АРБИС
222,34082529,Уфа,54.7378904296,55.9677633386,1480667,Тагес Джамп
223,34101718,Казань,55.781236,49.113295,997523,ONLINECONTRACT
227,34153790,Казань,,,167333,Управление информационными проектами
229,34258732,Волгоград,48.7599669069,44.5559433962,1864933,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве
231,34285397,Санкт-Петербург,,,314182,Saber Interactive
232,34323750,Санкт-Петербург,60.0041,30.362563,237865,НИЦ СПб ЭТУ (Научно-инженерный центр Санкт-Петербургского электротехнического университета)
236,34429206,Екатеринбург,56.846863,60.615773,47479,"МОТИВ, телекоммуникационная группа"
237,34462144,Нижний Новгород,56.307122,44.059661,640043,Компания IXORA
240,34528262,Новосибирск,54.863316,83.090858,2368877,Кадвайс-Н
241,34557239,Пермь,57.991755,56.206869,3920026,DIGITAL FUTURE SYSTEMS
242,34557259,Пермь,57.991755,56.206869,3920026,DIGITAL FUTURE SYSTEMS
244,34577148,Санкт-Петербург,,,1413074,Техностар
245,34583944,Новосибирск,54.867736,83.073332,798343,ФГБУ НМИЦ им. ак. Е.Н. Мешалкина Минздрава России
248,34696647,Казань,55.820126,49.107474,1741901,Ак Барс Цифровые Технологии
249,34700086,Красноярск,56.0108,92.868858,735216,Апогей-БК
250,34700999,Москва,,,4233,X5 RETAIL GROUP
251,34772257,Москва,55.761831,37.683221,2679520,Сервисный центр Транстелематика
252,34776652,Красноярск,56.04944,92.887193,2806402,ФГБУ ФКП Росреестра
253,34888677,Курск,51.775539,36.176073,1567551,Лайнкор
254,34890535,Санкт-Петербург,60.0041,30.362563,237865,НИЦ СПб ЭТУ (Научно-инженерный центр Санкт-Петербургского электротехнического университета)
255,34945612,Зеленоград,56.012179,37.202075,790859,НТЦ ЭЛИНС
257,35026731,Москва,55.728849,37.620321,3388,Газпромбанк
258,35035206,Санкт-Петербург,,,4446629,4people
262,35120574,Йошкар-Ола,56.641906,47.88572,1156565,Тиражные решения 1С-Рарус
265,35181837,Махачкала,,,1150295,Атаева Руманият Магомедшариповна
268,35221413,Красноярск,56.0108,92.868858,735216,Апогей-БК
269,35222763,Астрахань,46.354202,48.035874,1264946,ИЦ КонсультантСервис
271,35278311,Химки,,,1864933,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве
272,35287896,Ижевск,56.872413,53.231891,1297513,Натнэт
273,35344858,Санкт-Петербург,59.963656,30.287077,3833791,Just AI
276,35370801,Санкт-Петербург,,,86298,Intermedia
277,35375460,Новосибирск,,,53866,True Engineering
280,35405618,Чебоксары,56.149185,47.189858,120583,Кейсистемс
283,35469276,Петрозаводск,61.784107,34.398307,172,1C-Рарус
286,35533398,Екатеринбург,56.834033,60.621783,3808162,RAKETA
287,35563665,Москва,55.749628,37.710782,2806402,ФГБУ ФКП Росреестра
291,35586622,Санкт-Петербург,,,314182,Saber Interactive
292,35589266,Санкт-Петербург,,,314182,Saber Interactive
293,35590089,Махачкала,,,1150295,Атаева Руманият Магомедшариповна
294,35629387,Новосибирск,,,2155573,ВилайнТв
298,35692840,Чебоксары,56.149185,47.189858,120583,Кейсистемс
299,35704998,Москва,,,2180,Ozon
302,35751155,Саратов,,,4166499,EEGames
312,35914095,Томск,56.46451,84.984812,3288469,i-Link
313,35914384,Томск,56.46451,84.984812,3288469,i-Link
314,35936359,Киров (Кировская область),58.603422,49.630428,1671906,ПРОГРАММНЫЙ ЦЕНТР
316,36006530,Нижнекамск,55.601127,51.937787,2667386,ПРЕТТЛЬ-НК
319,36110070,Волгоград,48.695698,44.502979,3191643,ЦИФРА
320,36144837,Рязань,54.621627,39.724984,172,1C-Рарус
322,36176203,Москва,,,735444,Game Insight
329,36308601,Самара,53.251649,50.213561,3529,Сбербанк
330,36316643,Москва,55.771408,37.674409,71052,Мосводоканал
332,36327856,Омск,54.992095,73.371123,3634424,Ростелеком Контакт-центр
333,36329285,Саратов,,,869395,Lineate
334,36359611,Пермь,57.991755,56.206869,3920026,DIGITAL FUTURE SYSTEMS
336,36361475,Барнаул,53.337312,83.678464,1722479,Свик
337,36361480,Барнаул,53.337312,83.678464,1722479,Свик
339,36391259,Пермь,57.99973,56.268888,1993100,Гриндата
340,36409800,Махачкала,,,1150295,Атаева Руманият Магомедшариповна
341,36414351,Москва,,,42000,Netris
342,36455463,Москва,,,3388,Газпромбанк
343,36485281,Санкт-Петербург,59.924393,30.386619,86298,Intermedia
344,36546701,Новосибирск,58.015323,56.212339,1084619,Miro
345,36567282,Владимир,,,976061,Altenar
346,36593874,Ростов-на-Дону,47.217855,39.69958,616769,РусМедиа
347,36603309,Новосибирск,55.083601,82.938396,828199,«Предприятие «ЭЛТЕКС»
348,36606581,Махачкала,,,1150295,Атаева Руманият Магомедшариповна
351,36649700,Киров (Кировская область),58.615792,49.684049,675435,Компания ТрэйдСофт
355,36653364,Рязань,54.620657,39.752455,912251,Банк Прио-Внешторгбанк
356,36659928,Тюмень,57.139048,65.572075,3248784,ГК ТюмБИТ
358,36699914,Ижевск,56.845126,53.212101,634445,БИТ Мастер
359,36702835,Москва,55.763589,37.405893,880564,INTACT
361,36705054,Москва,55.840209,37.486616,78638,Тинькофф
364,36710034,Тюмень,,,3177,Первый Бит
365,36721389,Новосибирск,55.022567,82.930086,3034828,Смарт консалтинг
374,36760391,Тольятти,,,65617,"ОЗОН, фармацевтическая компания"
376,36778099,Новосибирск,55.022567,82.930086,3034828,Смарт консалтинг
377,36779212,Санкт-Петербург,59.959228,30.311655,3191643,ЦИФРА
379,36811459,Тула,0.0,0.0,71287,"Текарт, консалтинговая группа"
380,36811477,Тула,0.0,0.0,71287,"Текарт, консалтинговая группа"
381,36811503,Тула,0.0,0.0,71287,"Текарт, консалтинговая группа"
383,36846369,Уфа,54.7378904296,55.9677633386,1480667,Тагес Джамп
385,36860188,Кострома,57.760093,40.935311,67611,Тензор
386,36860625,Москва,55.848352,37.544108,173163,"НАМИ, ФГУП"
395,36871749,Москва,,,78638,Тинькофф
402,36876399,Москва,55.817062,37.383687,3716085,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области
404,36878118,Санкт-Петербург,,,314182,Saber Interactive
405,36916117,Новосибирск,54.863316,83.090858,2368877,Кадвайс-Н
406,36922863,Санкт-Петербург,59.9801995336,30.3347115899,117502,Диалог Информационные Технологии
408,36934968,Новосибирск,54.987942,82.915776,1098828,Ай Ти Констракт
409,36939930,Санкт-Петербург,,,3890345,Reelmotion games
410,36939947,Санкт-Петербург,,,3890345,Reelmotion games
411,36949938,Нижний Новгород,,,3890345,Reelmotion games
412,36949966,Челябинск,59.9801995336,30.3347115899,117502,Диалог Информационные Технологии
413,36949967,Пермь,59.9801995336,30.3347115899,117502,Диалог Информационные Технологии
414,36949971,Екатеринбург,59.9801995336,30.3347115899,117502,Диалог Информационные Технологии
415,36949988,Казань,59.9801995336,30.3347115899,117502,Диалог Информационные Технологии
416,36949990,Нижний Новгород,59.9801995336,30.3347115899,117502,Диалог Информационные Технологии
417,36949997,Воронеж,59.9801995336,30.3347115899,117502,Диалог Информационные Технологии
418,36950005,Волгоград,59.9801995336,30.3347115899,117502,Диалог Информационные Технологии
419,36950038,Новосибирск,,,3890345,Reelmotion games
422,36954047,Саранск,54.183033,45.180884,1416056,Инфомаксимум
424,36967284,Санкт-Петербург,,,2487773,Big Data Solutions
426,36983686,Саранск,54.183033,45.180884,1416056,Инфомаксимум
427,37007599,Воронеж,,,8100,"САМСОН, ГРУППА КОМПАНИЙ"
428,37007841,Воронеж,51.688561,39.137585,8100,"САМСОН, ГРУППА КОМПАНИЙ"
429,37044252,Москва,55.8351137583,37.4081938116,1864933,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве
431,37078343,Воронеж,51.6892061614,39.2695642748,787579,Станкопром
463,37088046,Тула,54.191083,37.612883,867574,Студия Intensa
466,37101487,Самара,53.193963,50.190079,46769,Mercury Development
467,37103331,Самара,53.193963,50.190079,46769,Mercury Development
468,37115033,Санкт-Петербург,59.985003,30.250013,1227460,Lenvendo
469,37122411,Краснодар,45.027846,39.017372,1473839,Научно-Инженерный Центр Технологии
470,37135150,Москва,55.817062,37.383687,3716085,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области
619,37190067,Санкт-Петербург,59.912017,30.295117,46529,"Балтийский лизинг, группа компаний"
620,37190136,Новосибирск,55.024579,82.923583,2171474,ГБУ НСО Центр Информационных Технологий Новосибирской Области
622,37195065,Нижний Новгород,,,6769,"EPAM Systems, Inc."
623,37195218,Ижевск,56.84164,53.20796,6769,"EPAM Systems, Inc."
624,37207175,Саратов,51.5913353657,45.9397031296,1033906,"РэйнбовСофт, НПО"
631,37241733,Владимир,56.1293488992,40.4037167288,976061,Altenar
640,37282815,Москва,55.749628,37.710782,2806402,ФГБУ ФКП Росреестра
641,37284075,Москва,55.7794064243,37.691576913,68556,Syntellect (ООО СИНТЕЛЛЕКТ)
642,37302585,Казань,55.835933,49.071901,641041,Скайнет
645,37311181,Москва,55.746547,37.628038,780623,ZiMAD
646,37312441,Санкт-Петербург,,,12034,Межрегиональный ТранзитТелеком (АО МТТ)
648,37324420,Москва,55.749628,37.710782,2806402,ФГБУ ФКП Росреестра
649,37324663,Москва,55.749628,37.710782,2806402,ФГБУ ФКП Росреестра
651,37328314,Казань,55.7802162013,49.1337308474,4873921,ГКУ «Центр цифровой трансформации РТ»
652,37331340,Москва,55.659551,37.417266,569,"АВТОМИР, ГК"
653,37339774,Пермь,,,863335,ЮТИП Технологии
656,37362958,Ижевск,56.872413,53.231891,1297513,Натнэт
724,37423597,Санкт-Петербург,,,3890345,Reelmotion games
725,37429386,Владивосток,,,1025275,Сеть магазинов цифровой и бытовой техники DNS
726,37432860,Санкт-Петербург,59.9801995336,30.3347115899,117502,Диалог Информационные Технологии
727,37442366,Москва,55.60938,37.533786,215019,Адалиск
744,37462893,Екатеринбург,56.842807,60.614983,71812,Экстрим про
745,37463210,Липецк,,,840485,ОФИСМАГ
746,37463235,Курск,,,840485,ОФИСМАГ
747,37463248,Белгород,,,840485,ОФИСМАГ
748,37463257,Орел,,,840485,ОФИСМАГ
749,37463271,Тамбов,,,840485,ОФИСМАГ
750,37463446,Казань,55.820126,49.107474,1741901,Ак Барс Цифровые Технологии
751,37463489,Брянск,,,840485,ОФИСМАГ
752,37465286,Нижний Новгород,56.307392,43.989053,655542,НКО «ЮМани»
753,37470036,Москва,55.700892,37.625433,222045,"Борлас, Консалтинговая группа"
754,37475841,Новосибирск,0.0,0.0,53866,True Engineering
755,37475848,Новосибирск,0.0,0.0,53866,True Engineering
758,37485491,Санкт-Петербург,59.910866,30.274591,113121,Петербургтеплоэнерго
759,37489246,Новосибирск,54.859238,83.113307,2655023,Pushwoosh
760,37492785,Москва,55.840209,37.486616,78638,Тинькофф
762,37500201,Санкт-Петербург,,,9281,JetBrains
768,37516457,Воронеж,,,840485,ОФИСМАГ
770,37524364,Ростов-на-Дону,47.216992,39.722828,4080,Accenture
796,37538187,Челябинск,55.214989,61.337444,2698186,ИТеК ББМВ
800,37562489,Новосибирск,55.083601,82.938297,828199,«Предприятие «ЭЛТЕКС»
924,37583293,Москва,,,1440683,Rutube
925,37587204,Чебоксары,56.149185,47.189858,120583,Кейсистемс
926,37587973,Санкт-Петербург,59.992821,30.381562,2519536,Специальный Технологический Центр
927,37600282,Иваново (Ивановская область),56.993484,40.983964,3127,МегаФон
930,37607594,Ростов-на-Дону,47.219673,39.712686,1235972,TradingView
933,37614136,Томск,,,1781300,Дром
934,37619434,Санкт-Петербург,,,4446629,4people
935,37622075,Севастополь,,,71812,Экстрим про
936,37625294,Москва,,,4181,Банк ВТБ (ПАО)
939,37648006,Москва,55.736027,37.662829,3177,Первый Бит
941,37667191,Москва,,,139,IBS
943,37673976,Кемерово,54.668171,86.179122,3127,МегаФон
944,37674722,Москва,,,46387,АТОН
946,37687423,Омск,54.993401,73.355914,866374,Информационные технологии бизнеса
948,37691527,Владимир,56.137369446,40.405297249,4463438,ЭлРос
950,37724229,Ульяновск,54.328302,48.40129,876514,"ASTRIO agency, ООО"
956,37791495,Москва,,,51621,Городской Центр Бронирования и Туризма
958,37797285,Санкт-Петербург,59.931959,30.420666,343,СофтБаланс
962,37821268,Москва,55.710124,37.654601,211832,MASTERDATA
964,37828231,Барнаул,53.348924,83.771502,159758,1С-Галэкс
966,37835927,Новосибирск,55.083601,82.938396,828199,«Предприятие «ЭЛТЕКС»
968,37854983,Москва,55.857159,37.599795,3778,ИнфоТеКС
970,37875078,Красноярск,56.04944,92.887193,2806402,ФГБУ ФКП Росреестра
1103,37889444,Красноярск,56.014177,92.853201,667132,АКТИВ ПЛЮС
1104,37902924,Казань,,,1741901,Ак Барс Цифровые Технологии
1106,37933224,Москва,55.5694183901,37.6022588275,57045,Мегаполис
1108,37942316,Ростов-на-Дону,47.239303,39.735297,754148,Офисный Мир КМ
1111,37972161,Тула,,,52582,Смартек
1112,37973712,Пермь,,,3460322,Актион Технологии
1113,37975260,Москва,,,211832,MASTERDATA
1114,37975278,Москва,55.710124,37.654601,211832,MASTERDATA
1116,37981922,Калининград,,,129044,1C-Битрикс
1117,37984126,Ростов-на-Дону,47.239303,39.735297,754148,Офисный Мир КМ
1118,37998092,Краснодар,45.048284,38.983137,79064,Портал-Юг
1119,38005894,Воронеж,51.655299,39.194134,813458,Группа компаний АГРОЭКО
1121,38020276,Новосибирск,,,53866,True Engineering
1124,38049626,Москва,,,1087973,ГРУППА КОМПАНИЙ ПРОСТОР
1125,38057770,Москва,,,172161,Респект
1126,38065241,Москва,55.791769,37.517006,2163044,Транснефть-Технологии
1186,38068295,Москва,55.761831,37.683221,2679520,Сервисный центр Транстелематика
1187,38102349,Новосибирск,55.0884747788,82.9759249081,3776,МТС
1188,38102745,Воронеж,51.658194,39.200359,944267,Комплексная Автоматизация Бизнеса
1190,38106312,Москва,55.765584,37.531235,234851,Алго Капитал
1192,38106602,Новосибирск,54.857958,83.105671,80190,Технологика
1193,38127241,Екатеринбург,56.821045,60.649451,57073,OmniLine
1194,38127482,Самара,53.213396,50.141228,90860,"КРИСТА, НПО"
1197,38128618,Екатеринбург,56.812389,60.547429,810277,InfiNet Wireless
1198,38128641,Екатеринбург,56.812389,60.547429,810277,InfiNet Wireless
1199,38130394,Екатеринбург,56.812389,60.547429,810277,InfiNet Wireless
1200,38130411,Екатеринбург,56.812389,60.547429,810277,InfiNet Wireless
1205,38179175,Томск,,,714248,Xored
1206,38179207,Томск,,,714248,Xored
1207,38179243,Томск,,,714248,Xored
1208,38179303,Томск,,,714248,Xored
1209,38202505,Москва,,,3210257,SOVA CAPITAL LIMITED
1210,38206218,Тула,,,71287,"Текарт, консалтинговая группа"
1211,38211176,Смоленск,54.777111,32.078695,714423,Edisoft
1212,38213937,Воронеж,,,1321508,AdCombo.com
1214,38229638,Томск,56.48126,84.947271,1509111,Loymax
1215,38229668,Томск,56.48126,84.947271,1509111,Loymax
1217,38232337,Москва,55.695575,37.421838,38826,QTECH
1218,38241526,Москва,55.710124,37.654601,211832,MASTERDATA
1219,38241552,Москва,55.710124,37.654601,211832,MASTERDATA
1220,38250464,Москва,,,675,КОРУС Консалтинг
1224,38257905,Томск,56.607392,85.005904,1065820,LATAT
1225,38262687,Владимир,56.1293488992,40.4037167288,976061,Altenar
1226,38262783,Владимир,56.1293488992,40.4037167288,976061,Altenar
1228,38277449,Уфа,54.7378904296,55.9677633386,1480667,Тагес Джамп
1232,38309211,Санкт-Петербург,,,314182,Saber Interactive
1235,38318534,Чебоксары,56.140304,47.231199,861271,ИСЕРВ
1236,38322028,Киров (Кировская область),58.615792,49.684049,675435,Компания ТрэйдСофт
1237,38322265,Москва,,,4315301,СберСпасибо
1239,38330140,Владивосток,,,1740,Яндекс
1240,38330152,Курск,,,1740,Яндекс
1241,38330153,Тюмень,,,1740,Яндекс
1242,38330155,Махачкала,,,1740,Яндекс
1243,38330156,Стерлитамак,,,1740,Яндекс
1244,38330158,Краснодар,,,1740,Яндекс
1245,38330160,Барнаул,,,1740,Яндекс
1246,38330167,Нижневартовск,,,1740,Яндекс
1247,38330170,Петрозаводск,,,1740,Яндекс
1248,38330171,Братск,,,1740,Яндекс
1249,38330174,Киров (Кировская область),,,1740,Яндекс
1250,38330176,Пенза,,,1740,Яндекс
1251,38330177,Магнитогорск,,,1740,Яндекс
1252,38330178,Дзержинск (Нижегородская область),,,1740,Яндекс
1253,38330180,Чебоксары,,,1740,Яндекс
1254,38330181,Архангельск,,,1740,Яндекс
1255,38330182,Нижний Тагил,,,1740,Яндекс
1256,38330183,Волжский (Волгоградская область),,,1740,Яндекс
1257,38330186,Курган,,,1740,Яндекс
1258,38330188,Тольятти,,,1740,Яндекс
1259,38330189,Саратов,,,1740,Яндекс
1260,38330210,Петропавловск-Камчатский,,,1740,Яндекс
1261,38330211,Калининград,,,1740,Яндекс
1262,38330212,Ставрополь,,,1740,Яндекс
1263,38330214,Оренбург,,,1740,Яндекс
1264,38330215,Хабаровск,,,1740,Яндекс
1265,38330216,Энгельс,,,1740,Яндекс
1266,38330217,Грозный,,,1740,Яндекс
1267,38330218,Томск,,,1740,Яндекс
1268,38330219,Астрахань,,,1740,Яндекс
1269,38330220,Ростов-на-Дону,,,1740,Яндекс
1270,38330221,Уфа,,,1740,Яндекс
1271,38330222,Пермь,,,1740,Яндекс
1272,38330223,Новосибирск,,,1740,Яндекс
1273,38330224,Владикавказ,,,1740,Яндекс
1274,38330227,Самара,,,1740,Яндекс
1275,38330231,Челябинск,,,1740,Яндекс
1276,38330232,Сочи,,,1740,Яндекс
1277,38330234,Севастополь,,,1740,Яндекс
1278,38330235,Великий Новгород,,,1740,Яндекс
1279,38330236,Гатчина,,,1740,Яндекс
1280,38330237,Старый Оскол,,,1740,Яндекс
1281,38330239,Нижнекамск,,,1740,Яндекс
1282,38330240,Ангарск,,,1740,Яндекс
1283,38330241,Орск,,,1740,Яндекс
1284,38330242,Сыктывкар,,,1740,Яндекс
1285,38330243,Армавир,,,1740,Яндекс
1286,38330245,Балаково,,,1740,Яндекс
1287,38330246,Новороссийск,,,1740,Яндекс
1288,38330247,Таганрог,,,1740,Яндекс
1289,38330248,Новокузнецк,,,1740,Яндекс
1290,38330249,Ульяновск,,,1740,Яндекс
1291,38330251,Кемерово,,,1740,Яндекс
1292,38330252,Рыбинск,,,1740,Яндекс
1293,38330253,Северодвинск,,,1740,Яндекс
1294,38330272,Находка,,,1740,Яндекс
1295,38330274,Южно-Сахалинск,,,1740,Яндекс
1296,38330275,Якутск,,,1740,Яндекс
1297,38330277,Бийск,,,1740,Яндекс
1298,38330279,Комсомольск-на-Амуре,,,1740,Яндекс
1299,38330281,Псков,,,1740,Яндекс
1300,38330282,Химки,,,1740,Яндекс
1301,38330283,Саранск,,,1740,Яндекс
1302,38330284,Белгород,,,1740,Яндекс
1303,38330285,Биробиджан,,,1740,Яндекс
1304,38330286,Магадан,,,1740,Яндекс
1305,38330289,Уссурийск,,,1740,Яндекс
1306,38330290,Вологда,,,1740,Яндекс
1307,38330291,Мурманск,,,1740,Яндекс
1308,38330293,Сургут,,,1740,Яндекс
1309,38330294,Череповец,,,1740,Яндекс
1310,38330295,Симферополь,,,1740,Яндекс
1311,38330296,Подольск (Московская область),,,1740,Яндекс
1312,38330298,Нальчик,,,1740,Яндекс
1313,38330300,Шахты,,,1740,Яндекс
1314,38330301,Королев,,,1740,Яндекс
1315,38330302,Йошкар-Ола,,,1740,Яндекс
1316,38330305,Рязань,,,1740,Яндекс
1317,38330306,Благовещенск (Амурская область),,,1740,Яндекс
1318,38330309,Тула,,,1740,Яндекс
1319,38330313,Тверь,,,1740,Яндекс
1320,38330316,Ярославль,,,1740,Яндекс
1321,38330317,Тамбов,,,1740,Яндекс
1322,38330320,Липецк,,,1740,Яндекс
1323,38330321,Брянск,,,1740,Яндекс
1324,38330322,Владимир,,,1740,Яндекс
1325,38330324,Иваново (Ивановская область),,,1740,Яндекс
1326,38330325,Калуга,,,1740,Яндекс
1327,38330326,Кострома,,,1740,Яндекс
1328,38330327,Смоленск,,,1740,Яндекс
1329,38330329,Екатеринбург,,,1740,Яндекс
1330,38330330,Нижний Новгород,,,1740,Яндекс
1331,38330332,Улан-Удэ,,,1740,Яндекс
1332,38330333,Орел,,,1740,Яндекс
1333,38330334,Чита,,,1740,Яндекс
1334,38330337,Красноярск,,,1740,Яндекс
1335,38330338,Воронеж,,,1740,Яндекс
1336,38330340,Волгоград,,,1740,Яндекс
1337,38338783,Саратов,51.568201,46.067997,2891090,Торговая компания Sun Green
1343,38363171,Москва,,,733511,In-Home
1345,38369872,Москва,,,4151200,Метр Квадратный
1357,38402166,Воронеж,,,3343960,Quantori
1359,38408586,Москва,,,2501719,STC
1362,38414376,Москва,55.713136,37.620222,2675795,AdGuard
1368,38452193,Кострома,57.764207,40.959485,4121587,Арбат
1369,38455239,Екатеринбург,56.838607,60.605514,78638,Тинькофф
1370,38478451,Новосибирск,54.974008,82.924068,2835021,RIT Automation
1544,38503954,Барнаул,53.335731,83.682345,691030,"Сибирикс, SCRUM-студия"
1545,38503974,Барнаул,53.335731,83.682345,691030,"Сибирикс, SCRUM-студия"
1547,38519925,Ростов-на-Дону,47.232352,39.710881,1268602,RNDSOFT
1548,38520436,Москва,55.679204,37.657979,1480667,Тагес Джамп
1549,38520437,Уфа,54.7378904296,55.9677633386,1480667,Тагес Джамп
1551,38541780,Чебоксары,56.132414,47.244736,1308904,Команда Ф5
1555,38545825,Самара,53.193963,50.190079,46769,Mercury Development
1556,38552739,Самара,53.193963,50.190079,46769,Mercury Development
1559,38565769,Москва,,,599,"РОСБАНК, Societe Generale Group (Russia)"
1560,38567339,Санкт-Петербург,59.994216,30.388048,2519536,Специальный Технологический Центр
1563,38591002,Ростов-на-Дону,47.226717,39.745214,91449,БЕТСИТИ
1564,38594607,Москва,,,1440683,Rutube
1565,38594897,Москва,55.769221,37.640704,900045,Арлайт РУС
1566,38594908,Москва,55.769221,37.640704,900045,Арлайт РУС
1567,38597036,Москва,,,735444,Game Insight
1569,38618946,Москва,,,735444,Game Insight
1570,38623579,Москва,55.84024,37.492024,230088,Eagle Dynamics
