,id,area_name,address_lat,address_lng,employer_id,employer_name
37579,48542743,Москва,55.770173,37.66053,4187188,ЗИТРЕК РУС
37580,48542751,Калуга,,,1740,Яндекс
37582,48542763,Санкт-Петербург,59.912017,30.295117,55440,Мэлон Фэшн Груп
37583,48542777,Подольск (Московская область),,,1740,Яндекс
37584,48542795,Красноармейск (Московская область),,,1740,Яндекс
37587,48542835,Чебоксары,56.124622,47.364015,72568,"Альянс Авто, Холдинг"
37594,48542873,Москва,55.731242,37.561095,5178096,PSI Logistics
37597,48543020,Воронеж,51.662591,39.18418,217737,"DSR, Группа Компаний"
37602,48543211,Москва,,,3785152,Eqvanta
37603,48543235,Севастополь,,,3785152,Eqvanta
37607,48543565,Пушкино (Московская область),,,962687,"АНТРАКС, МНПП"
37608,48543566,Фрязино,,,962687,"АНТРАКС, МНПП"
37609,48543567,Щелково,,,962687,"АНТРАКС, МНПП"
